"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyIPercent","uncertaintyOPixel","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyAreaPercent","uncertaintyPerimeterPixel","uncertaintyPerimeterPercent","uncertaintytotalPixel","uncertaintytotalPercent","middleX","middleY","middleIGRID","middleOGRID"
"7945",729,729,3866085,12,4,4,"33.75","26","61.5","48",64,16,-1,-1,1299,1297,1301,360,360,"es besteht kein effizientes Änderungsmanagement","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",17,"classic","PA1",1299,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- zu viele Entscheider","	- Verzögerung <br>- Mehrkosten",135,246,104,192,NA,2,4,3,4,TRUE,TRUE,NA,111,27.75,88,22,9768,6.105,398,24.875,199,24.875,190.5,148,3,4
"7947",729,729,3866199,5,4,4,"60","41","90.25","64.5",64,16,-1,-1,1301,1299,1303,361,361,"verzögerte Freigabe von Planungsschritten und Genehmigungschritten (PA1)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",18,"classic","PA2",1301,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- fehlende Vorgaben Betriebsorganisation <br>- nicht geführte Diskussionen zu Fragen der Betriebsorganisation <br>- keine Klärung und Dokumentation der neuen Betriebsprozesse bzw. Patient:innenverantwortlichkeiten im neuen Behandlungsprozess","	- Verzögerung Gesamtprojektfortschritt <br>- fehlende Akzeptanz bei Nutzern",240,361,164,258,NA,4,5,2,3,FALSE,TRUE,NA,121,30.25,94,23.5,11374,7.10875,430,26.875,215,26.875,300.5,211,4,3
"7949",729,729,3866313,7,4,4,"50","12","99","32.5",64,16,-1,-1,1303,1301,1305,362,362,"Raumplanung nicht am Betriebsbedarf ausgerichtet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",19,"classic","PF1",1303,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","zu wenig Räumlichkeiten (6 OP-Räume und 2 Eingriffsräume) bzw. Platz (z. B. Ambulanzzentrum) für 60.000 ambulante Patienten jährlich","	- Einschränkung der Betriebsabläufe (ineffektiv und ineffizient) <br>- Wartezeiten für Patient:innen <br>- reduzierte Patienten- und Mitarbeiter:innen-Zufriedenheit",200,396,48,130,NA,3,5,4,5,TRUE,TRUE,NA,196,49,82,20.5,16072,10.045,556,34.75,278,34.75,298,89,4,4
"7951",729,729,3866427,51,3,4,"58","2","98.5","28",48,12,-1,-1,1305,1303,1379,363,363,"Betriebsunterbrechungen bzw. -ausfälle länger als 1 Arbeitswoche (Weiterbestand/Sanierung des restlichen Gebäudes 161 (inkl. den Räumlichkeiten für 3 SPECT/CT, 1 PET/CT) - Eingangsbereich 161","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",20,"classic","PF2",1305,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Zwischenaussiedelung der Schilddrüsenambulanz zur Baufeldfeimachung <br>- zusätzliches Baufeld wird benötigt","	- Gefährdung der Patietnt:innen-Sicherheit (onkologisch) <br>- Nicht-Erfüllung des Versorgungsauftrages <br>- Mehrkosten  <br>- Mehrbedarf Personalressourcen <br>- länger Bauzeit <br>- keine Nachnutzung",232,394,8,112,NA,3,5,4,5,TRUE,TRUE,NA,162,40.5,104,26,16848,10.53,532,33.25,266,33.25,313,60,4,5
"7953",729,729,3866541,22,5,5,"25.25","20.25","54.75","46.25",100,25,-1,-1,1379,1305,1307,364,364,"Etablierung einer zentralen Leitstelle für die Schilddrüsenambulanz und die Nuklearmedizin","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",21,"classic","PF3",1379,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","	- effektive und effiziente Prozessgestaltung <br>- Ressourcenschonung <br>- gesteigerte Patienten- und Mitarbeiter:innen-Zufriedenheit",101,219,81,185,NA,2,3,3,4,FALSE,FALSE,NA,118,29.5,104,26,12272,7.67,444,27.75,222,27.75,160,133,3,4
"7955",729,729,3866655,12,3,4,"34.5","15","65.25","37.5",48,12,-1,-1,1307,1379,1381,365,365,"Schulungs- und Einführungsaufwand","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",22,"classic","PF4",1307,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- neuartige Technologien <br>- Verfahren <br>- Prozesse <br>- Materialien","	- Personalmehraufwand",138,261,60,150,NA,2,4,4,5,TRUE,TRUE,NA,123,30.75,90,22.5,11070,6.91875,426,26.625,213,26.625,199.5,105,3,4
"7957",729,729,3866769,20,5,5,"46.25","16.25","89.75","54.25",100,25,-1,-1,1381,1307,1397,366,366,"Harmonisierung unterschiedlicher Standards und Umsetzungsgrade in prozessübergreifenden Managementsystemen (z. B.  Qualitäts- und Risikomanagement, ISMS, Compliance) und anderen Systemen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",23,"classic","PF5",1381,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",185,359,65,217,NA,3,5,3,5,TRUE,TRUE,NA,174,43.5,152,38,26448,16.53,652,40.75,326,40.75,272,141,4,4
"7959",729,729,3866883,9,5,4,"47.75","10.5","79","46.75",80,20,-1,-1,1397,1381,1331,297,297,"Baufeldfreimachung für zukünftige Projekte","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",24,"classic","PF6",1397,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","HNO, 1. Med.","",191,316,42,187,NA,3,4,3,5,TRUE,FALSE,NA,125,31.25,145,36.25,18125,11.328125,540,33.75,270,33.75,253.5,114.5,4,4
"7961",729,729,3866997,11,4,4,"34.75","32.25","61","53.25",64,16,-1,-1,1331,1397,1309,298,298,"Gefährdung bestehender Zertifizierungen (ISO, Onko-Zentrum, UEMS, EMAS)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",25,"classic","PF7",1331,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",139,244,129,213,NA,2,4,3,4,TRUE,TRUE,NA,105,26.25,84,21,8820,5.5125,378,23.625,189,23.625,191.5,171,3,3
"7963",729,729,3867111,7,3,4,"51.75","26.25","83.75","51.25",48,12,-1,-1,1309,1331,1311,281,281,"zusätzlicher Betrieb leer stehender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",26,"classic","PF8",1309,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- kein Abriss","	- Mehrkosten",207,335,105,205,NA,3,5,3,4,TRUE,TRUE,NA,128,32,100,25,12800,8,456,28.5,228,28.5,271,155,4,4
"7965",729,729,3867225,8,3,4,"55.75","17.75","79","40.5",48,12,-1,-1,1311,1309,1313,282,282,"keine Berücksichtigung der Veränderung der medizinischen Standards von der Planung bis zur Fertigstellung (ca. 6 Jahre)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",27,"classic","PF9",1311,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","medizinische Weiterentwicklung und Innovationen in der Zukunft können nicht berücksichtigt werden","",223,316,71,162,NA,3,4,3,5,TRUE,TRUE,NA,93,23.25,91,22.75,8463,5.289375,368,23,184,23,269.5,116.5,4,4
"7967",729,729,3867339,6,4,4,"62.25","15.5","86","32.5",64,16,-1,-1,1313,1311,1315,283,283,"keine ausreichende Berücksichtigung von Kapazitäten, Zeit, Kosten in der Planung der Übersiedelung während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",28,"classic","PF10",1313,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","	- Projektkosten können nicht eingehalten werden / werden wesentlich überschritten <br>- verzögerte Inbetriebnahme",249,344,62,130,NA,4,5,4,5,TRUE,TRUE,NA,95,23.75,68,17,6460,4.0375,326,20.375,163,20.375,296.5,96,4,4
"7969",729,729,3867453,7,3,4,"68.25","25.25","92.5","42",48,12,-1,-1,1315,1313,1317,284,284,"keine ausreichende Berücksichtigung der Schnittstellen zwischen Projekt und laufendem Betrieb (technisch)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",29,"classic","PF11",1315,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- keine ausreichenden technischen Gegebenheiten und Kapazitäten (Energie, Wasser, Klima, Gas, HT usw.)","	- Schnittstellenprobleme <br>- Mehrkosten",273,370,101,168,NA,4,5,3,4,TRUE,FALSE,NA,97,24.25,67,16.75,6499,4.061875,328,20.5,164,20.5,321.5,134.5,5,4
"7971",729,729,3867567,8,3,4,"53.75","26.5","70.5","46.25",48,12,-1,-1,1317,1315,1319,285,285,"negative Auswirkung und Beeinflussung des angrenzenden (laufenden) Betriebs","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",30,"classic","PF12",1317,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Nähe zum Baufeld (Erschütterungen, Lärm, Staub) <br>- keine adäquate Baufeldabgrenzung","	- Einschränkgung im Bereich (z. B. Nukl.Med., Notfallaufnahmen, Zufahrt) <br>- klinische Abläufe <br>- Patient:innen- und Mitarbeiter:innensicherheit und -zufriedenheit <br>- Gerätesicherheit <br>- Hygiene <br>- Logistik <br>- Brandschutz uvm.",215,282,106,185,NA,3,4,3,4,TRUE,TRUE,NA,67,16.75,79,19.75,5293,3.308125,292,18.25,146,18.25,248.5,145.5,4,4
"7973",729,729,3867681,12,4,3,"50.25","26.75","68","48.25",48,12,-1,-1,1319,1317,1383,286,286,"Neu-Bewilligungen werden notwendig","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",31,"classic","PF13",1319,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Abrisse","hohe Anforderungen mach Schließungen von Gebäuden notwendig",201,272,107,193,NA,3,4,3,4,TRUE,TRUE,NA,71,17.75,86,21.5,6106,3.81625,314,19.625,157,19.625,236.5,150,3,4
"7975",729,729,3867795,34,4,4,"60.25","18.5","85.25","41.25",64,16,-1,-1,1383,1319,1385,287,287,"Adaptierung/Modernisierung der räumlichen Strukturen an die Anforderungen des Versorgungsauftrags sowie an die Anforderungen der betroffenen Primär- und Sekundärversorgungsbereiche","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",32,"classic","PF14",1383,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- demographische Entwicklung <br>Allgemein: <br>- infrastrukturelle Veränderung <br>- personalstrukturelle Veränderung <br>- abrechnungstechnische Veränderung <br>- beschaffungsspezifische Veränderung <br>- besserer Patient:innenkomfort im stationären (Betten-)Bereich <br>- bessere Anbindung an das CMZ (kürzere Patiet:innenwege <br>- bessere Umsetzung von Schallschutzmaßnahmen (Audiometrie) <br>","	- Berücksichtigung zukünftiger Versorungsbedarfe  <br>- Erhöhung der Versorgungsqualität (Reduktion der Wartezeiten) <br>- Stärkung des medizinischen Standards der Fachbereiche <br>- Effektivere und effizientere Gestaltung der Arbeitsabläufe bzw. des klinischen Alltags (z. B. Einführung einer zentralen Leitstelle / elektronische Unterstützung, Einführung neuer Berufsgruppen z. B. MOA, OA) <br>- kürzere Wege <br>- Verbesserung der Patienten- und Mitarbeiter:innen-Zufriedenheit ==> Imageverbesserung <br>- fachübergreifende Vernetzung der Fächer des Kopfzentrums <br>- Beibehaltung bzw. Erhöhung der Felxibilität des med. Personals => Schonung der Personalressource <br>- kein Bedarf des Transports radioaktiver Tracer <br>- Verbesserung der interdisziplinären Zusammenarbeit der Fachbereiche <br>- Nutzung von Synergien durch die Zusammenführung einzelner bisher autarker Fachbereiche <br>- Verschiebung von Marktanteilen",241,341,74,165,NA,4,5,3,5,TRUE,TRUE,NA,100,25,91,22.75,9100,5.6875,382,23.875,191,23.875,291,119.5,4,4
"7977",729,729,3867909,9,3,4,"61","17","79","33.5",48,12,-1,-1,1385,1383,1321,288,288,"nachhaltige Interimslösung der Räumlichkeiten zur Nachnutzung als Ausweichstation","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",33,"classic","PF15",1385,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",244,316,68,134,NA,4,4,4,5,TRUE,FALSE,NA,72,18,66,16.5,4752,2.97,276,17.25,138,17.25,280,101,4,4
"7979",729,729,3868023,11,4,4,"35.25","44.75","55.25","63.25",64,16,-1,-1,1321,1385,1387,289,289,"keine Kompatibilität der Projektziele mit dem Versorgungsauftrag  (z. B. Betriebsziele, politische Ziele, Umsetzung ÖSG-RSG usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",34,"classic","PU1",1321,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Vorgaben des RSG NEU (2025) sehen wesentliche Änderungen zu dem im Projektumfang definierten Struktur- und Leistungsspektrum (Basis RSG 2020) vor (RSG 2030 könnte die Projektgrundlagen nochmals verändern ==> Stichwort: Auslagerung in die extramurale Versorgung) <br>- Unkenntnis über die Möglichkeit der Einsetzbarkeit des Faches PMR <br>- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>","	- Nicht-Erfüllung des gesetzlich definierten Versorgungsauftrags <br>- keine Projektumsetzung",141,221,179,253,NA,2,3,2,3,FALSE,FALSE,NA,80,20,74,18.5,5920,3.7,308,19.25,154,19.25,181,216,3,3
"7981",729,729,3868137,10,5,5,"32.75","36","55","55",100,25,-1,-1,1387,1321,1389,290,290,"Einhaltung sicherheits- und gesundheitspolitischer Auflagen und Einschränkungen (ÖSG-RSG)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",35,"classic","PU2",1387,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",131,220,144,220,NA,2,3,3,4,FALSE,FALSE,NA,89,22.25,76,19,6764,4.2275,330,20.625,165,20.625,175.5,182,3,3
"7983",729,729,3868251,46,5,5,"69.75","2.75","97","24.75",100,25,-1,-1,1389,1387,1391,291,291,"Verbesserung der Positionierung am Arbeitsmarkt","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",36,"classic","PU3",1389,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","z. B. moderne Strukturen und Arbeitsabläufe","	- gesteigertes Interesse bei DGKP, PA, RT, BMA",279,388,11,99,NA,4,5,4,5,TRUE,TRUE,NA,109,27.25,88,22,9592,5.995,394,24.625,197,24.625,333.5,55,5,5
"7985",729,729,3868365,47,5,5,"64.75","18.75","80","41.25",100,25,-1,-1,1391,1389,1393,292,292,"Verbesserung der interdisziplinären Zusammenarbeit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",37,"classic","PU4",1391,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","räumliche und organisatorische Zusammenführung","Verbesserung der Versorgungsqualität",259,320,75,165,NA,4,5,3,5,TRUE,TRUE,NA,61,15.25,90,22.5,5490,3.43125,302,18.875,151,18.875,289.5,120,4,4
"7987",729,729,3868479,6,5,5,"69.25","5.25","96","25.25",100,25,-1,-1,1393,1391,1395,293,293,"Integration der Pädaudiometrie in die HNO bzw. Kopfzentrum","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",38,"classic","PU5",1393,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","	- Verbesserung der intramuralen Versorgung für Kinder;  <br>- zeitökonomisches Arbeiten möglich (dzt. Lange Wartezeiten für den Pat./weite Wege im Klinikum, direkte Kommunikation zw. Arzt und Logopädie derzeit nur eingeschränkt gegeben)",277,384,21,101,NA,4,5,4,5,TRUE,TRUE,NA,107,26.75,80,20,8560,5.35,374,23.375,187,23.375,330.5,61,5,5
"7989",729,729,3868593,3,5,5,"70","3.75","96","35.5",100,25,-1,-1,1395,1393,1323,294,294,"Neubau","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",39,"classic","PU6",1395,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","sprunghafte Strukturqualitätssteigerung, Minimierung der Betriebsausfälle",280,384,15,142,NA,4,5,4,5,TRUE,TRUE,NA,104,26,127,31.75,13208,8.255,462,28.875,231,28.875,332,78.5,5,5
"7991",729,729,3868707,8,5,4,"54","23.5","82.25","45.5",80,20,-1,-1,1323,1395,1325,295,295,"Projektfortschritt bzw. -laufzeiten können nicht eingehalten werden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",40,"classic","PU7",1323,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Abwicklung der behördlichen Verfahren nicht terminkonform <br>- keine Berücksichtigung ausreichender Vorlaufzeiten für Behördenverfahren (eingeschränkte Personalkapazitäten)/notwendige Gutachten in der Projektterminplanung  <br>- zweistufige Genehmigungsverfahren für Tätigkeiten mit offenen radioaktiven Stoffen (lt. Strahlenschutzgesetz) <br>- sonstige behördliche Aktivitäten <br>- politische Einflussfaktoren => neue Priorisierung von Projekten <br>- Divergierende Ziele unterschiedlicher Vorhabenspartner (z. B. Nutzer, Anrainer, Bauherr) <br>- Unkenntnis des gesamten Projektkontext => keine Kenntnis und systematische Steuerung aller Chancen und Risiken/Stärken und Schwächen für die Projektplanung und -umsetzung  <br>- etwaige Auflagen aus diversen notwendigen Gutachten bzw. von Behörden müssen umgesetzt werden","	- zusätzliche Kosten   <br>- Verzögerung der Inbetriebnahme <br>- Versorgungsengpässe bei Betriebsausfällen in den Altstrukturen <br>- zeitliche Verzögerung <br>- Verlängerung Risiko HNO (TOP Unternehmensrisiko)",216,329,94,182,NA,3,5,3,4,TRUE,TRUE,NA,113,28.25,88,22,9944,6.215,402,25.125,201,25.125,272.5,138,4,4
"7993",729,729,3868821,6,3,4,"31.25","23.5","55","46",48,12,-1,-1,1325,1323,1327,296,296,"keine Synchronisierung mit dem Masterplan 2030","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",41,"classic","PU8",1325,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Masterplan ist nicht fertig gestellt (Genehmigung durch AR notwendig?) <br>- Projektpriorisierung  ist nicht eindeutig ==> keine ausreichende Abstimmung der Planungen des Projekts Kopfzentrum mit anderen leistungsbedingten Einflussbereichen wie z. B.  onkologisches Zentrum, ELKI (akute und ambulante Behandlung von Kindern)","'- Standortstrategie nicht einhaltbar <br>- Terminkollisionen",125,220,94,184,NA,2,3,3,4,TRUE,TRUE,NA,95,23.75,90,22.5,8550,5.34375,370,23.125,185,23.125,172.5,139,3,4
"7995",729,729,3868935,6,5,4,"61.5","43.5","80.75","60.5",80,20,-1,-1,1327,1325,1329,320,320,"keine Genehmigung ausreichender finanzieller Mittel","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",42,"classic","PU9",1327,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- gedeckeltes Landesbudget <br>- Projektunschärfe im Budget nicht abdeckbar <br>- im Laufe des Projekts entstehende Mehrkosten (siehe auch diverse angeführte Risiken)","	- keine bzw. nur eingeschränkte Umsetzung des Projekts <br>- Mehrkosten",246,323,174,242,NA,4,5,2,3,FALSE,TRUE,NA,77,19.25,68,17,5236,3.2725,290,18.125,145,18.125,284.5,208,4,3
"7997",729,729,3869049,7,4,4,"55.5","45","86.75","67",64,16,-1,-1,1329,1327,1333,321,321,"Terminkollisionen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",43,"classic","PU10",1329,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- mehrere gleichzeitig laufende Projekte (AUVA CHO) <br>- gleiches Baufeld mit etwaigen Projekt AUVA CHO","	- Projektverzögerung <br>- gleichzeitiger Zugriff auf Firmen <br>- Einschränkung der Zufahrtbereiche",222,347,180,268,NA,3,5,2,3,FALSE,TRUE,NA,125,31.25,88,22,11000,6.875,426,26.625,213,26.625,284.5,224,4,3
"7999",729,729,3869163,7,4,4,"41.75","31","63.75","51.5",64,16,-1,-1,1333,1329,1335,299,299,"keine Identifikation der Schlüsselpositionen mit dem Projekt und den damit in Verbindung stehenden Zielen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",44,"classic","PV1",1333,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>- RSG Vorgaben nicht bekannt","Projektverzögerung",167,255,124,206,NA,3,4,3,4,TRUE,TRUE,NA,88,22,82,20.5,7216,4.51,340,21.25,170,21.25,211,165,3,3
"8001",729,729,3869277,11,4,3,"34.5","38.75","56.75","63.25",48,12,-1,-1,1335,1333,1337,300,300,"Planungsfehler (z. B. Vorhabensbudget, Investitionsprogramm, Betriebsbudget, Folgekosten usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",45,"classic","PV2",1335,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- BO und Raum- und Funktionsplan nicht detailliert <br>- keine eindeutige Projektabgrenzung zu anderen Projekten bzw. Instandhaltung","	- Mehrkosten <br>- Verzögerung <br>",138,227,155,253,NA,2,3,2,4,TRUE,FALSE,NA,89,22.25,98,24.5,8722,5.45125,374,23.375,187,23.375,182.5,204,3,3
"8003",729,729,3869391,8,4,3,"61","11.75","86","39",48,12,-1,-1,1337,1335,1339,301,301,"keine Kompatibilität der Projektziele mit den Abteilungszielen/Nutzer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",46,"classic","PV3",1337,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Auffassungsunterschiede/Interessen zw. Projektbeteiligten KM und Klinikum aufgrund unterschiedlicher Prioritäten <br>- keine Akzeptanz der Projektvorgaben durch die Nutzer","Behinderung der Projektabwicklung",244,344,47,156,NA,4,5,4,5,FALSE,TRUE,NA,100,25,109,27.25,10900,6.8125,418,26.125,209,26.125,294,101.5,4,4
"8005",729,729,3869505,8,3,3,"52.5","16","76.25","33.25",36,9,-1,-1,1339,1337,1341,302,302,"keine ausreichend klare Formulierung der Projektziele","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",47,"classic","PV4",1339,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","	- Gefährdung den Projekterfolgs",210,305,64,133,NA,3,4,4,5,FALSE,TRUE,NA,95,23.75,69,17.25,6555,4.096875,328,20.5,164,20.5,257.5,98.5,4,4
"8007",729,729,3869619,10,4,4,"76.5","0","100","28.75",64,16,-1,-1,1341,1339,1343,303,303,"keine ausreichende Berücksichtigung der Nutzeranforderungen in der Planung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",48,"classic","PV5",1341,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- mangelhafte (Architekten-)Planung (unzureichendes Raumangebot)  <br> <br>- siehe beispielhaft nachfolgende Punkte: <br> Nuklearmedizin: Übersiedelung bzw. Neubau folgender Strukturen: <br>- Aufnahme Nuklearmedizin <br>- Aufnahme Schilddrüse/Spezialambulanzen <br>HNO <br>- Berücksichtigung der hohen Frequenzen (Haupteingang) <br>- Lenken der Patient:innenströme im ambulanten Bereich <br> Physikalische Medizin: <br>- Therapiebecken für Wasseranwendungen <br>- Raum Medizinische Trainingstherapie <br> Hygiene <br>- ausreichender Lagerräume und -flächen => Just in Time-Lieferungen z. B. von patientenbezogenen OP-Tassen  <br>- ausreichend Bettenlagerflächen (erhöhtes Patient:innenaufkommen in der Holdingarea OP-Bereich) <br> Technik <br>- hohe Zwischendecken (zukünftige Nachrüstungen) / Zwischendeckenelemente <br>- Aufzüge (inkl. Schachtentlüftung) redundant ausführen","	- keine Anpassung der Räumlichkeiten an die Untersuchungsanforderungen (z. B. Pädaudiometrie muss vollständig verdunkelt werden können, Waschbecken in allen Räumlichkeiten) <br>- keine korrekte Durchführung von Messungen <br>- Gefährdung des Untersuchungserfolgs  <br>- Gefährdung der Patient:innensicherheit <br>- Fülle an Anforderungen können nicht zeitnah erfüllt werden <br>- Ressourcenmehrbedarf",306,400,0,115,NA,4,5,4,5,TRUE,TRUE,NA,94,23.5,115,28.75,10810,6.75625,418,26.125,209,26.125,353,57.5,5,5
"8009",729,729,3869733,15,4,4,"13.5","62.75","41","79.5",64,16,-1,-1,1343,1341,1345,304,304,"Baufeld in zentralem Krankenhausumfeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",49,"classic","PV6",1343,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","(Not-)Anlieferung von Patient:innen, Logistiktransporte, Besucher","chaotische Verkehrssituation",54,164,251,318,NA,1,3,2,2,FALSE,FALSE,NA,110,27.5,67,16.75,7370,4.60625,354,22.125,177,22.125,109,284.5,2,2
"8011",729,729,3869847,8,5,2,"20.75","46.5","50.5","73.25",40,10,-1,-1,1345,1343,1347,305,305,"keine Berücksichtigung etwaiger gesetzlicher Vorgaben des Strahlenschutz im Rahmen von Bautätigkeiten","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",50,"classic","RA1",1345,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Gefahrenstoffe","	- möglicherweise Abstände und Absperrungen notwendig",83,202,186,293,NA,2,3,2,3,TRUE,FALSE,NA,119,29.75,107,26.75,12733,7.958125,452,28.25,226,28.25,142.5,239.5,2,2
"8013",729,729,3869961,12,5,2,"22.25","57.75","50","80.25",40,10,-1,-1,1347,1345,1349,306,306,"negative Stellungnahme durch den L-RH oder sonstiger Behörden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",51,"classic","RA2",1347,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","keine Vorabklärung mit Behörden (z. B. L-RH, Sanitätsbewilligungsbehörde usw.)","	- keine Realisierungsgenehmigung <br>- zeitliche Verzögerung <br>- Mehrkosten <br>- Verlängerung Risiko HNO",89,200,231,321,NA,2,3,1,3,TRUE,FALSE,NA,111,27.75,90,22.5,9990,6.24375,402,25.125,201,25.125,144.5,276,2,2
