"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyOPixel","uncertaintyIPercent","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyPerimeterPixel","uncertaintytotalPixel","middleX","middleY","middleIGRID","middleOGRID","middleGRID","scaled_IMPACT","scaled_OCCURRENCE","scaled_X1","scaled_X2","scaled_Y1","scaled_Y2","scaled_uncertainty_X","scaled_uncertainty_Y","scaled_uncertainty_XY","scaled_uncertainty_AREA","scaled_uncertainty_PERIMETER","scaled_uncertainty_middle_X","scaled_uncertainty_middle_Y"
"5049",481,481,837369,11,5,4,"83.25","62.75","100","75",80,20,-1,-1,1305,1303,1379,363,363,"Betriebsunterbrechungen bzw. -ausfälle länger als 1 Arbeitswoche (Weiterbestand/Sanierung des restlichen Gebäudes 161 (inkl. den Räumlichkeiten für 3 SPECT/CT, 1 PET/CT) - Eingangsbereich 161","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",20,"classic","PF2",1305,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Zwischenaussiedelung der Schilddrüsenambulanz zur Baufeldfeimachung <br>- zusätzliches Baufeld wird benötigt","	- Gefährdung der Patietnt:innen-Sicherheit (onkologisch) <br>- Nicht-Erfüllung des Versorgungsauftrages <br>- Mehrkosten  <br>- Mehrbedarf Personalressourcen <br>- länger Bauzeit <br>- keine Nachnutzung",333,400,251,300,"Grid45",5,5,4,4,TRUE,TRUE,NA,67,49,16.75,12.25,3283,232,116,366.5,275.5,5,4,"Grid45",90,70,83.25,100,62.75,75,16.75,12.25,29,205.1875,58,91.625,68.875
"5051",481,481,837441,13,5,3,"44","44","65.25","59",60,15,-1,-1,1379,1305,1307,364,364,"Etablierung einer zentralen Leitstelle für die Schilddrüsenambulanz und die Nuklearmedizin","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",21,"classic","PF3",1379,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","	- effektive und effiziente Prozessgestaltung <br>- Ressourcenschonung <br>- gesteigerte Patienten- und Mitarbeiter:innen-Zufriedenheit",176,261,176,236,"Grid35",3,4,3,3,TRUE,FALSE,NA,85,60,21.25,15,5100,290,145,218.5,206,3,3,"Grid33",90,50,44,65.25,44,59,21.25,15,36.25,318.75,72.5,54.625,51.5
"5053",481,481,837513,16,4,5,"75.75","83","89.5","94",80,20,-1,-1,1307,1379,1381,365,365,"Schulungs- und Einführungsaufwand","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",22,"classic","PF4",1307,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- neuartige Technologien <br>- Verfahren <br>- Prozesse <br>- Materialien","	- Personalmehraufwand",303,358,332,376,"Grid54",4,5,5,5,TRUE,TRUE,NA,55,44,13.75,11,2420,198,99,330.5,354,5,5,"Grid55",70,90,75.75,89.5,83,94,13.75,11,24.75,151.25,49.5,82.625,88.5
"5055",481,481,837585,12,4,4,"78.5","45","100","53.5",64,16,-1,-1,1381,1307,1397,366,366,"Harmonisierung unterschiedlicher Standards und Umsetzungsgrade in prozessübergreifenden Managementsystemen (z. B.  Qualitäts- und Risikomanagement, ISMS, Compliance) und anderen Systemen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",23,"classic","PF5",1381,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",314,400,180,214,"Grid44",4,5,3,3,FALSE,TRUE,NA,86,34,21.5,8.5,2924,240,120,357,197,5,3,"Grid35",70,70,78.5,100,45,53.5,21.5,8.5,30,182.75,60,89.25,49.25
"5057",481,481,837657,15,5,2,"81.5","83.75","99.25","97",40,10,-1,-1,1397,1381,1331,297,297,"Baufeldfreimachung für zukünftige Projekte","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",24,"classic","PF6",1397,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","HNO, 1. Med.","",326,397,335,388,"Grid25",5,5,5,5,FALSE,TRUE,NA,71,53,17.75,13.25,3763,248,124,361.5,361.5,5,5,"Grid55",90,30,81.5,99.25,83.75,97,17.75,13.25,31,235.1875,62,90.375,90.375
"5059",481,481,837729,10,2,2,"61","29.5","75.5","38.5",16,4,-1,-1,1331,1397,1309,298,298,"Gefährdung bestehender Zertifizierungen (ISO, Onko-Zentrum, UEMS, EMAS)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",25,"classic","PF7",1331,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",244,302,118,154,"Grid22",4,4,2,2,TRUE,FALSE,NA,58,36,14.5,9,2088,188,94,273,136,4,2,"Grid24",30,30,61,75.5,29.5,38.5,14.5,9,23.5,130.5,47,68.25,34
"5061",481,481,837801,18,4,4,"82.25","68.75","100","79.75",64,16,-1,-1,1309,1331,1311,281,281,"zusätzlicher Betrieb leer stehender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",26,"classic","PF8",1309,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- kein Abriss","	- Mehrkosten",329,400,275,319,"Grid44",5,5,4,4,TRUE,FALSE,NA,71,44,17.75,11,3124,230,115,364.5,297,5,4,"Grid45",70,70,82.25,100,68.75,79.75,17.75,11,28.75,195.25,57.5,91.125,74.25
"5063",481,481,837873,13,5,5,"82.25","68.25","99.75","77.5",100,25,-1,-1,1311,1309,1313,282,282,"keine Berücksichtigung der Veränderung der medizinischen Standards von der Planung bis zur Fertigstellung (ca. 6 Jahre)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",27,"classic","PF9",1311,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","medizinische Weiterentwicklung und Innovationen in der Zukunft können nicht berücksichtigt werden","",329,399,273,310,"Grid55",5,5,4,4,FALSE,TRUE,NA,70,37,17.5,9.25,2590,214,107,364,291.5,5,4,"Grid45",90,90,82.25,99.75,68.25,77.5,17.5,9.25,26.75,161.875,53.5,91,72.875
"5065",481,481,837945,31,4,4,"84","37.25","100","50.75",64,16,-1,-1,1313,1311,1315,283,283,"keine ausreichende Berücksichtigung von Kapazitäten, Zeit, Kosten in der Planung der Übersiedelung während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",28,"classic","PF10",1313,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","	- Projektkosten können nicht eingehalten werden / werden wesentlich überschritten <br>- verzögerte Inbetriebnahme",336,400,149,203,"Grid44",5,5,2,3,FALSE,FALSE,NA,64,54,16,13.5,3456,236,118,368,176,5,3,"Grid35",70,70,84,100,37.25,50.75,16,13.5,29.5,216,59,92,44
"5067",481,481,838017,14,4,3,"66.25","38","87.25","49",48,12,-1,-1,1315,1313,1317,284,284,"keine ausreichende Berücksichtigung der Schnittstellen zwischen Projekt und laufendem Betrieb (technisch)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",29,"classic","PF11",1315,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- keine ausreichenden technischen Gegebenheiten und Kapazitäten (Energie, Wasser, Klima, Gas, HT usw.)","	- Schnittstellenprobleme <br>- Mehrkosten",265,349,152,196,"Grid34",4,5,2,3,TRUE,TRUE,NA,84,44,21,11,3696,256,128,307,174,4,3,"Grid34",70,50,66.25,87.25,38,49,21,11,32,231,64,76.75,43.5
"5069",481,481,838089,11,4,4,"79.25","66.25","95.5","77.25",64,16,-1,-1,1317,1315,1319,285,285,"negative Auswirkung und Beeinflussung des angrenzenden (laufenden) Betriebs","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",30,"classic","PF12",1317,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Nähe zum Baufeld (Erschütterungen, Lärm, Staub) <br>- keine adäquate Baufeldabgrenzung","	- Einschränkgung im Bereich (z. B. Nukl.Med., Notfallaufnahmen, Zufahrt) <br>- klinische Abläufe <br>- Patient:innen- und Mitarbeiter:innensicherheit und -zufriedenheit <br>- Gerätesicherheit <br>- Hygiene <br>- Logistik <br>- Brandschutz uvm.",317,382,265,309,"Grid44",4,5,4,4,TRUE,TRUE,NA,65,44,16.25,11,2860,218,109,349.5,287,5,4,"Grid45",70,70,79.25,95.5,66.25,77.25,16.25,11,27.25,178.75,54.5,87.375,71.75
"5071",481,481,838161,11,3,5,"43","76.5","59","90.5",60,15,-1,-1,1319,1317,1383,286,286,"Neu-Bewilligungen werden notwendig","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",31,"classic","PF13",1319,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Abrisse","hohe Anforderungen mach Schließungen von Gebäuden notwendig",172,236,306,362,"Grid53",3,3,4,5,TRUE,TRUE,NA,64,56,16,14,3584,240,120,204,334,3,5,"Grid53",50,90,43,59,76.5,90.5,16,14,30,224,60,51,83.5
"5073",481,481,838233,18,4,3,"77.75","69","92.25","79",48,12,-1,-1,1383,1319,1385,287,287,"Adaptierung/Modernisierung der räumlichen Strukturen an die Anforderungen des Versorgungsauftrags sowie an die Anforderungen der betroffenen Primär- und Sekundärversorgungsbereiche","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",32,"classic","PF14",1383,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- demographische Entwicklung <br>Allgemein: <br>- infrastrukturelle Veränderung <br>- personalstrukturelle Veränderung <br>- abrechnungstechnische Veränderung <br>- beschaffungsspezifische Veränderung <br>- besserer Patient:innenkomfort im stationären (Betten-)Bereich <br>- bessere Anbindung an das CMZ (kürzere Patiet:innenwege <br>- bessere Umsetzung von Schallschutzmaßnahmen (Audiometrie) <br>","	- Berücksichtigung zukünftiger Versorungsbedarfe  <br>- Erhöhung der Versorgungsqualität (Reduktion der Wartezeiten) <br>- Stärkung des medizinischen Standards der Fachbereiche <br>- Effektivere und effizientere Gestaltung der Arbeitsabläufe bzw. des klinischen Alltags (z. B. Einführung einer zentralen Leitstelle / elektronische Unterstützung, Einführung neuer Berufsgruppen z. B. MOA, OA) <br>- kürzere Wege <br>- Verbesserung der Patienten- und Mitarbeiter:innen-Zufriedenheit ==> Imageverbesserung <br>- fachübergreifende Vernetzung der Fächer des Kopfzentrums <br>- Beibehaltung bzw. Erhöhung der Felxibilität des med. Personals => Schonung der Personalressource <br>- kein Bedarf des Transports radioaktiver Tracer <br>- Verbesserung der interdisziplinären Zusammenarbeit der Fachbereiche <br>- Nutzung von Synergien durch die Zusammenführung einzelner bisher autarker Fachbereiche <br>- Verschiebung von Marktanteilen",311,369,276,316,"Grid34",4,5,4,4,FALSE,TRUE,NA,58,40,14.5,10,2320,196,98,340,296,5,4,"Grid45",70,50,77.75,92.25,69,79,14.5,10,24.5,145,49,85,74
"5075",481,481,838305,15,5,5,"71","39.75","95.5","52.5",100,25,-1,-1,1385,1383,1321,288,288,"nachhaltige Interimslösung der Räumlichkeiten zur Nachnutzung als Ausweichstation","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",33,"classic","PF15",1385,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",284,382,159,210,"Grid55",4,5,2,3,FALSE,TRUE,NA,98,51,24.5,12.75,4998,298,149,333,184.5,5,3,"Grid35",90,90,71,95.5,39.75,52.5,24.5,12.75,37.25,312.375,74.5,83.25,46.125
"5077",481,481,838377,20,5,3,"77.5","12.5","99","24",60,15,-1,-1,1321,1385,1387,289,289,"keine Kompatibilität der Projektziele mit dem Versorgungsauftrag  (z. B. Betriebsziele, politische Ziele, Umsetzung ÖSG-RSG usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",34,"classic","PU1",1321,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Vorgaben des RSG NEU (2025) sehen wesentliche Änderungen zu dem im Projektumfang definierten Struktur- und Leistungsspektrum (Basis RSG 2020) vor (RSG 2030 könnte die Projektgrundlagen nochmals verändern ==> Stichwort: Auslagerung in die extramurale Versorgung) <br>- Unkenntnis über die Möglichkeit der Einsetzbarkeit des Faches PMR <br>- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>","	- Nicht-Erfüllung des gesetzlich definierten Versorgungsauftrags <br>- keine Projektumsetzung",310,396,50,96,"Grid35",4,5,1,2,FALSE,TRUE,NA,86,46,21.5,11.5,3956,264,132,353,73,5,1,"Grid15",90,50,77.5,99,12.5,24,21.5,11.5,33,247.25,66,88.25,18.25
"5079",481,481,838449,9,5,2,"48","80.5","66.5","88.75",40,10,-1,-1,1387,1321,1389,290,290,"Einhaltung sicherheits- und gesundheitspolitischer Auflagen und Einschränkungen (ÖSG-RSG)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",35,"classic","PU2",1387,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",192,266,322,355,"Grid25",3,4,5,5,FALSE,FALSE,NA,74,33,18.5,8.25,2442,214,107,229,338.5,3,5,"Grid53",90,30,48,66.5,80.5,88.75,18.5,8.25,26.75,152.625,53.5,57.25,84.625
"5081",481,481,838521,10,2,3,"46.75","18","67.75","28",24,6,-1,-1,1389,1387,1391,291,291,"Verbesserung der Positionierung am Arbeitsmarkt","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",36,"classic","PU3",1389,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","z. B. moderne Strukturen und Arbeitsabläufe","	- gesteigertes Interesse bei DGKP, PA, RT, BMA",187,271,72,112,"Grid32",3,4,1,2,FALSE,FALSE,NA,84,40,21,10,3360,248,124,229,92,3,2,"Grid23",30,50,46.75,67.75,18,28,21,10,31,210,62,57.25,23
"5083",481,481,838593,11,2,2,"59.75","53.5","75.5","63.5",16,4,-1,-1,1391,1389,1393,292,292,"Verbesserung der interdisziplinären Zusammenarbeit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",37,"classic","PU4",1391,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","räumliche und organisatorische Zusammenführung","Verbesserung der Versorgungsqualität",239,302,214,254,"Grid22",3,4,3,4,FALSE,FALSE,NA,63,40,15.75,10,2520,206,103,270.5,234,4,3,"Grid34",30,30,59.75,75.5,53.5,63.5,15.75,10,25.75,157.5,51.5,67.625,58.5
"5087",481,481,838737,14,5,4,"83","82.5","91.25","89.25",80,20,-1,-1,1395,1393,1323,294,294,"Neubau","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",39,"classic","PU6",1395,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","sprunghafte Strukturqualitätssteigerung, Minimierung der Betriebsausfälle",332,365,330,357,"Grid45",5,5,5,5,FALSE,TRUE,NA,33,27,8.25,6.75,891,120,60,348.5,343.5,5,5,"Grid55",90,70,83,91.25,82.5,89.25,8.25,6.75,15,55.6875,30,87.125,85.875
"5089",481,481,838809,9,4,4,"67.5","79.5","84","87.5",64,16,-1,-1,1323,1395,1325,295,295,"Projektfortschritt bzw. -laufzeiten können nicht eingehalten werden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",40,"classic","PU7",1323,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Abwicklung der behördlichen Verfahren nicht terminkonform <br>- keine Berücksichtigung ausreichender Vorlaufzeiten für Behördenverfahren (eingeschränkte Personalkapazitäten)/notwendige Gutachten in der Projektterminplanung  <br>- zweistufige Genehmigungsverfahren für Tätigkeiten mit offenen radioaktiven Stoffen (lt. Strahlenschutzgesetz) <br>- sonstige behördliche Aktivitäten <br>- politische Einflussfaktoren => neue Priorisierung von Projekten <br>- Divergierende Ziele unterschiedlicher Vorhabenspartner (z. B. Nutzer, Anrainer, Bauherr) <br>- Unkenntnis des gesamten Projektkontext => keine Kenntnis und systematische Steuerung aller Chancen und Risiken/Stärken und Schwächen für die Projektplanung und -umsetzung  <br>- etwaige Auflagen aus diversen notwendigen Gutachten bzw. von Behörden müssen umgesetzt werden","	- zusätzliche Kosten   <br>- Verzögerung der Inbetriebnahme <br>- Versorgungsengpässe bei Betriebsausfällen in den Altstrukturen <br>- zeitliche Verzögerung <br>- Verlängerung Risiko HNO (TOP Unternehmensrisiko)",270,336,318,350,"Grid44",4,5,4,5,TRUE,TRUE,NA,66,32,16.5,8,2112,196,98,303,334,4,5,"Grid54",70,70,67.5,84,79.5,87.5,16.5,8,24.5,132,49,75.75,83.5
"5091",481,481,838881,9,5,3,"65.5","52.5","80","61",60,15,-1,-1,1325,1323,1327,296,296,"keine Synchronisierung mit dem Masterplan 2030","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",41,"classic","PU8",1325,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Masterplan ist nicht fertig gestellt (Genehmigung durch AR notwendig?) <br>- Projektpriorisierung  ist nicht eindeutig ==> keine ausreichende Abstimmung der Planungen des Projekts Kopfzentrum mit anderen leistungsbedingten Einflussbereichen wie z. B.  onkologisches Zentrum, ELKI (akute und ambulante Behandlung von Kindern)","'- Standortstrategie nicht einhaltbar <br>- Terminkollisionen",262,320,210,244,"Grid35",4,5,3,4,TRUE,TRUE,NA,58,34,14.5,8.5,1972,184,92,291,227,4,3,"Grid34",90,50,65.5,80,52.5,61,14.5,8.5,23,123.25,46,72.75,56.75
"5093",481,481,838953,13,5,3,"71.25","29.25","94","39",60,15,-1,-1,1327,1325,1329,320,320,"keine Genehmigung ausreichender finanzieller Mittel","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",42,"classic","PU9",1327,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- gedeckeltes Landesbudget <br>- Projektunschärfe im Budget nicht abdeckbar <br>- im Laufe des Projekts entstehende Mehrkosten (siehe auch diverse angeführte Risiken)","	- keine bzw. nur eingeschränkte Umsetzung des Projekts <br>- Mehrkosten",285,376,117,156,"Grid35",4,5,2,2,FALSE,TRUE,NA,91,39,22.75,9.75,3549,260,130,330.5,136.5,5,2,"Grid25",90,50,71.25,94,29.25,39,22.75,9.75,32.5,221.8125,65,82.625,34.125
"5095",481,481,839025,12,3,5,"54","48","77","59.25",60,15,-1,-1,1329,1327,1333,321,321,"Terminkollisionen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",43,"classic","PU10",1329,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- mehrere gleichzeitig laufende Projekte (AUVA CHO) <br>- gleiches Baufeld mit etwaigen Projekt AUVA CHO","	- Projektverzögerung <br>- gleichzeitiger Zugriff auf Firmen <br>- Einschränkung der Zufahrtbereiche",216,308,192,237,"Grid53",3,4,3,3,FALSE,TRUE,NA,92,45,23,11.25,4140,274,137,262,214.5,4,3,"Grid34",50,90,54,77,48,59.25,23,11.25,34.25,258.75,68.5,65.5,53.625
"5097",481,481,839097,9,3,4,"61.5","68.5","79.25","77.25",48,12,-1,-1,1333,1329,1335,299,299,"keine Identifikation der Schlüsselpositionen mit dem Projekt und den damit in Verbindung stehenden Zielen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",44,"classic","PV1",1333,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>- RSG Vorgaben nicht bekannt","Projektverzögerung",246,317,274,309,"Grid43",4,4,4,4,TRUE,FALSE,NA,71,35,17.75,8.75,2485,212,106,281.5,291.5,4,4,"Grid44",50,70,61.5,79.25,68.5,77.25,17.75,8.75,26.5,155.3125,53,70.375,72.875
"5099",481,481,839169,6,5,3,"48.75","43.25","61.5","50.75",60,15,-1,-1,1335,1333,1337,300,300,"Planungsfehler (z. B. Vorhabensbudget, Investitionsprogramm, Betriebsbudget, Folgekosten usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",45,"classic","PV2",1335,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- BO und Raum- und Funktionsplan nicht detailliert <br>- keine eindeutige Projektabgrenzung zu anderen Projekten bzw. Instandhaltung","	- Mehrkosten <br>- Verzögerung <br>",195,246,173,203,"Grid35",3,4,3,3,TRUE,FALSE,NA,51,30,12.75,7.5,1530,162,81,220.5,188,3,3,"Grid33",90,50,48.75,61.5,43.25,50.75,12.75,7.5,20.25,95.625,40.5,55.125,47
"5101",481,481,839241,12,5,3,"73.5","41.75","88.5","50.5",60,15,-1,-1,1337,1335,1339,301,301,"keine Kompatibilität der Projektziele mit den Abteilungszielen/Nutzer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",46,"classic","PV3",1337,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Auffassungsunterschiede/Interessen zw. Projektbeteiligten KM und Klinikum aufgrund unterschiedlicher Prioritäten <br>- keine Akzeptanz der Projektvorgaben durch die Nutzer","Behinderung der Projektabwicklung",294,354,167,202,"Grid35",4,5,3,3,TRUE,TRUE,NA,60,35,15,8.75,2100,190,95,324,184.5,5,3,"Grid35",90,50,73.5,88.5,41.75,50.5,15,8.75,23.75,131.25,47.5,81,46.125
"5103",481,481,839313,9,4,2,"67.25","72.75","88.5","78",32,8,-1,-1,1339,1337,1341,302,302,"keine ausreichend klare Formulierung der Projektziele","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",47,"classic","PV4",1339,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","	- Gefährdung den Projekterfolgs",269,354,291,312,"Grid24",4,5,4,4,FALSE,TRUE,NA,85,21,21.25,5.25,1785,212,106,311.5,301.5,4,4,"Grid44",70,30,67.25,88.5,72.75,78,21.25,5.25,26.5,111.5625,53,77.875,75.375
"5105",481,481,839385,23,4,3,"66.25","89.75","97.5","96.75",48,12,-1,-1,1341,1339,1343,303,303,"keine ausreichende Berücksichtigung der Nutzeranforderungen in der Planung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",48,"classic","PV5",1341,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- mangelhafte (Architekten-)Planung (unzureichendes Raumangebot)  <br> <br>- siehe beispielhaft nachfolgende Punkte: <br> Nuklearmedizin: Übersiedelung bzw. Neubau folgender Strukturen: <br>- Aufnahme Nuklearmedizin <br>- Aufnahme Schilddrüse/Spezialambulanzen <br>HNO <br>- Berücksichtigung der hohen Frequenzen (Haupteingang) <br>- Lenken der Patient:innenströme im ambulanten Bereich <br> Physikalische Medizin: <br>- Therapiebecken für Wasseranwendungen <br>- Raum Medizinische Trainingstherapie <br> Hygiene <br>- ausreichender Lagerräume und -flächen => Just in Time-Lieferungen z. B. von patientenbezogenen OP-Tassen  <br>- ausreichend Bettenlagerflächen (erhöhtes Patient:innenaufkommen in der Holdingarea OP-Bereich) <br> Technik <br>- hohe Zwischendecken (zukünftige Nachrüstungen) / Zwischendeckenelemente <br>- Aufzüge (inkl. Schachtentlüftung) redundant ausführen","	- keine Anpassung der Räumlichkeiten an die Untersuchungsanforderungen (z. B. Pädaudiometrie muss vollständig verdunkelt werden können, Waschbecken in allen Räumlichkeiten) <br>- keine korrekte Durchführung von Messungen <br>- Gefährdung des Untersuchungserfolgs  <br>- Gefährdung der Patient:innensicherheit <br>- Fülle an Anforderungen können nicht zeitnah erfüllt werden <br>- Ressourcenmehrbedarf",265,390,359,387,"Grid34",4,5,5,5,FALSE,TRUE,NA,125,28,31.25,7,3500,306,153,327.5,373,5,5,"Grid55",70,50,66.25,97.5,89.75,96.75,31.25,7,38.25,218.75,76.5,81.875,93.25
"5107",481,481,839457,12,3,3,"60.75","54.5","73.75","61.5",36,9,-1,-1,1343,1341,1345,304,304,"Baufeld in zentralem Krankenhausumfeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",49,"classic","PV6",1343,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","(Not-)Anlieferung von Patient:innen, Logistiktransporte, Besucher","chaotische Verkehrssituation",243,295,218,246,"Grid33",4,4,3,4,TRUE,FALSE,NA,52,28,13,7,1456,160,80,269,232,4,3,"Grid34",50,50,60.75,73.75,54.5,61.5,13,7,20,91,40,67.25,58
"5109",481,481,839529,11,5,2,"33.25","13.5","48.75","20.75",40,10,-1,-1,1345,1343,1347,305,305,"keine Berücksichtigung etwaiger gesetzlicher Vorgaben des Strahlenschutz im Rahmen von Bautätigkeiten","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",50,"classic","RA1",1345,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Gefahrenstoffe","	- möglicherweise Abstände und Absperrungen notwendig",133,195,54,83,"Grid25",2,3,1,2,TRUE,FALSE,NA,62,29,15.5,7.25,1798,182,91,164,68.5,3,1,"Grid13",90,30,33.25,48.75,13.5,20.75,15.5,7.25,22.75,112.375,45.5,41,17.125
"5111",481,481,839601,6,4,3,"89.5","39","99.75","45.75",48,12,-1,-1,1347,1345,1349,306,306,"negative Stellungnahme durch den L-RH oder sonstiger Behörden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",51,"classic","RA2",1347,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","keine Vorabklärung mit Behörden (z. B. L-RH, Sanitätsbewilligungsbehörde usw.)","	- keine Realisierungsgenehmigung <br>- zeitliche Verzögerung <br>- Mehrkosten <br>- Verlängerung Risiko HNO",358,399,156,183,"Grid34",5,5,2,3,TRUE,FALSE,NA,41,27,10.25,6.75,1107,136,68,378.5,169.5,5,3,"Grid35",70,50,89.5,99.75,39,45.75,10.25,6.75,17,69.1875,34,94.625,42.375
